finess,rs_finess,finess_geo,rs_finess_geo,region,type,participation,depot,nb_rep_score_all_ssr_ajust,score_all_ssr_ajust,classement,evolution,score_accueil_ssr_ajust,nb_rep_score_accueil_ssr_ajust,score_pec_ssr_ajust,nb_rep_score_pec_ssr_ajust,score_lieu_ssr_ajust,nb_rep_score_lieu_ssr_ajust,score_repas_ssr_ajust,nb_rep_score_repas_ssr_ajust,score_sortie_ssr_ajust,nb_rep_score_sortie_ssr_ajust,score_all_ssr_ajust_dp,taux_reco_brut,nb_reco_brut,score_ajust_esatis_region,score_ajust_esatis_type
590781647,CH HAUTMONT,590000451,CH HAUTMONT,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590781662,CENTRE HOSPITALIER DE FOURMIES,590000469,CH FOURMIES,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590781670,CENTRE HOSPITALIER DE LE QUESNOY,590000477,CH LE QUESNOY,Hauts de France,Centre Hospitaliers,Obligatoire,Oui,48,76.37,B,Diminution,82.03,48,77.21,48,80.14,48,75.41,48,67.98,48,76.0,66.7,48,78.07,78.29
590781811,HOPITAL DEPARTEMENTAL DE FELLERIES LIESSIES,590000543,CH FELLERIES-LIESSIES,Hauts de France,Centre Hospitaliers,Obligatoire,Oui,95,76.19,B,Diminution,84.72,95,78.97,95,71.96,95,74.85,95,69.47,95,76.0,55.3,94,78.07,78.29
590782165,CENTRE HOSPITALIER DE DENAIN,590000592,CH DENAIN,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590782207,CENTRE HOSPITALIER DE SAINT-AMAND-LES-EAUX,590000600,CH SAINT- AMAND LES EAUX,Hauts de France,Centre Hospitaliers,Obligatoire,Oui,43,81.71,A,Stable,88.02,43,84.73,43,79.4,43,75.81,43,75.66,43,82.0,76.7,43,78.07,78.29
590782215,CENTRE HOSPITALIER  DE VALENCIENNES,590000618,CH VALENCIENNES,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590782439,CENTRE HOSPITALIER DE WATTRELOS,590000691,CH WATTRELOS,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590782652,CENTRE HOSPITALIER D'HAZEBROUCK,590000774,CH HAZEBROUCK,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590783239,CENTRE HOSPITALIER DE DOUAI,590001004,CH DOUAI DECHY,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590784245,CH ZUYDCOOTE,590001442,HÔPITAL MARITIME VANCAUWENBERGHE,Hauts de France,Centre Hospitaliers,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
590001749,POLYCLINIQUE DE GRANDE SYNTHE,590001749,POLYCLINIQUE DE GRANDE SYNTHE,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590008041,POLYCLINIQUE VAUBAN,590008041,POLYCLINIQUE VAUBAN,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590782421,CENTRE HOSPITALIER DE ROUBAIX,590033429,SMR GUY TALPAERT,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590034732,CENTRE LA ROUGEVILLE,590034732,CRF LA ROUGEVILLE,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,39,75.39,B,Stable,81.14,39,81.05,39,73.15,39,55.0,39,71.3,39,75.0,56.4,39,78.07,74.3
590049565,MAISON MEDICALE JEAN XXIII FONDATION DIACONESSES DE REUILLY,590049565,MAISON MEDICALE JEAN XXIII,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590782215,CENTRE HOSPITALIER  DE VALENCIENNES,590064416,INSTITUT DE SSR JEAN STABLINSKI,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590780128,CENTRE DE RÉÉDUCATION FONCTIONNELLE HÉLÈNE BOREL RAIMBEAUCOURT,590780128,CRF HELENE BOREL,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,63,84.03,A,Stable,90.67,63,87.01,63,84.28,63,70.45,63,80.69,63,84.0,84.1,63,78.07,78.23
590780284,ETABLISSEMENT DE SANTE HOPITAL SAINT PHILIBERT-LOMME,590780284,GCS GHICL HÔPITAL ST PHILIBERT,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590781951,CLINIQUE DU CROISE LAROCHE-MARCQ EN BAROEUL,590781951,CLINIQUE DU SPORT ET D'ORTHOPEDIE,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590782280,CLINIQUE VILLARS,590782280,CLINIQUE SAINT-ROCH,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590782298,CLINIQUE MATERNITE DU PARC SAINT-SAULVE,590782298,POLYCLINIQUE DU PARC,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,73,74.82,B,Non calculable,80.08,73,79.06,73,74.14,73,59.01,73,70.33,73,75.0,49.3,73,78.07,74.3
590782546,SAS CLINIQUE DE VILLENEUVE D'ASCQ,590782546,SAS CLINIQUE LES PEUPLIERS,Hauts de France,Etablissements de santé privés à but lucratif,Obligatoire,Oui,212,79.84,A,Stable,87.71,212,84.45,212,78.72,212,60.09,212,76.49,212,80.0,72.2,212,78.07,74.3
590782611,CENTRE DE RÉADAPTATION FONCTIONNELLE MARC SAUTELET VILLENEUVE D'ASCQ,590782611,SSR PEDIATRIQUE MARC SAUTELET,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590783171,CENTRE DE SSR LES ABEILLES,590783171,CENTRE DE SSR LES ABEILLES,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590783189,SAS CLINIQUE SAINT ROCH,590783189,UNITE GERONTOLOGIE ET SOINS DE SUITE,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590780193,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE,590784898,HÔPITAL  SWYNGHEDAUW CHU LILLE,Hauts de France,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590785374,CLINIQUE MEDICO-CHIRURGICALE TEISSIER A VALENCIENNES,590785374,CLINIQUE TEISSIER,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590786984,UNITÉ LOCALE DE SOINS ESCAUDAIN,590786984,SSR FILIERIS ESCAUDAIN BOIS DE LA LOGE,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590782421,CENTRE HOSPITALIER DE ROUBAIX,590788865,SMR JARDINS DU VELODROME,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590790473,MAISON DE CONVALESCENCE LALLAING,590790473,SSR FILIERIS LALLAING PLAINE DE SCARPE,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590791109,SA CLINIQUE LES BRUYERES,590791109,CLINIQUE LES BRUYERES,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590781902,CENTRE HOSPITALIER DE TOURCOING,590791729,RESIDENCE MALATRAY CH TOURCOING,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590797346,UNITÉ LOCALE DE SOINS POUR PERSONNES ÂGÉES FRESNES / ESCAUT,590797346,SSR FILIERIS FRESNES  JARDINS DU TEMPS,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590797387,CENTRE DE RÉÉDUCATION L'ESPOIR,590797387,CRF L'ESPOIR DE LILLE HELLEMMES,Hauts de France,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,90,76.57,B,Diminution,85.74,90,80.67,90,78.96,90,59.7,90,67.87,90,76.0,66.7,90,78.07,78.23
590782421,CENTRE HOSPITALIER DE ROUBAIX,590801106,HOPITAL VICTOR PROVO,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590806360,CLINIQUE DE LA MITTERIE A LOMME,590806360,CLINIQUE DE LA MITTERIE,Hauts de France,Etablissements de santé privés à but lucratif,Obligatoire,Oui,173,82.79,A,Stable,89.67,173,85.78,173,81.32,173,76.93,173,76.08,173,83.0,83.8,173,78.07,74.3
590809703,CLINIQUE SAINT ROCH,590809703,CLINIQUE SAINT-ROCH,Hauts de France,Etablissements de santé privés à but lucratif,Obligatoire,Oui,95,68.79,C,Stable,76.35,95,71.54,95,73.25,95,57.5,95,59.58,95,69.0,33.7,95,78.07,74.3
590810784,CLINIQUE ST ROCH CONVALESCENCE,590810784,CLINIQUE ST-ROCH CONVALESCENCE,Hauts de France,Etablissements de santé privés à but lucratif,Obligatoire,Oui,70,72.5,C,Stable,80.36,70,75.45,70,71.19,70,63.12,70,67.3,70,72.0,43.5,69,78.07,74.3
590813507,POLYCLINIQUE DU VAL DE SAMBRE,590813507,POLYCLINIQUE DU VAL DE SAMBRE,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590815056,CLINIQUE DE FLANDRE A COUDEKERQUE,590815056,CLINIQUE DE FLANDRE,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590817441,ÉTABLISSEMENT HOPALE - CENTRE CLAIR SEJOUR,590817441,ETAB HOPALE - CENTRE CLAIR SEJOUR,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,48,80.96,A,Stable,90.04,48,85.98,48,79.99,48,65.3,48,72.86,48,81.0,81.3,48,78.07,78.23
590817839,CLINIQUE DU VAL DE LYS A TOURCOING,590817839,CLINIQUE DU VAL DE LYS,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
600101984,GROUPE HOSPIALIER PUBLIC DU SUD DE L'OISE,600000053,CH GHPSO SENLIS,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
600100721,CH INTERCOMMUNAL COMPIÈGNE-NOYON,600000285,CH CHICN NOYON,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
600100580,SSR HL CRÈVECOEUR-LE-GRAND,600010094,SSR HL CRÈVECOEUR-LE-GRAND,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
750712184,CH AP-HP LIANCOURT,600100101,CH AP-HP LIANCOURT,Hauts de France,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
600100184,SSR VALOIS SENLIS,600100184,CLINIQUE DU VALOIS,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
600100275,MAISON DE CONVALESCENCE SPEC CHATEAU DU TILLET,600100275,LE CHATEAU DU TILLET,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
600100283,CRAR,600100283,CLINIQUE DE RÉÉDUCATION A DE ROTHSCHIL,Hauts de France,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,36,73.74,B,Non calculable,79.52,36,77.76,36,75.9,36,59.98,36,65.39,36,74.0,50.0,36,78.07,78.23
600100671,CRF LE BELLOY,600100671,SSR BTP SAINT-OMER-EN-CHAUSSÉE,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
600100754,POLYCLINIQUE SAINT CÔME,600100754,POLYCLINIQUE SAINT CÔME,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
600100796,CRF LEOPOLD BELLAN,600100796,CTRE RÉÉDUC & RÉADAPT FONCTIONELLE,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,53,74.26,B,Stable,81.1,53,77.69,53,78.2,53,62.86,53,63.57,53,74.0,66.0,53,78.07,78.23
600100861,ECR IMB BRETEUIL,600100861,SSR LNA BRETEUIL,Hauts de France,Etablissements de santé privés à but lucratif,Obligatoire,Oui,113,75.63,B,Amélioration,82.05,113,76.77,113,83.37,113,67.6,113,66.17,113,76.0,45.1,113,78.07,74.3
600101679,CRF ST LAZARE,600101679,SSR UGECAM BEAUVAIS,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,55,79.8,A,Amélioration,89.23,55,84.65,55,82.56,55,64.65,55,66.7,55,80.0,78.2,55,78.07,78.23
600101943,CENTRE PREVENTION READAPTATION CARDIO.,600101943,CTRE PRÉVENTION RÉADAPTATION CARDIO.,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,108,77.04,A,Stable,87.73,108,79.99,108,80.92,108,66.66,108,66.47,108,77.0,75.9,108,78.07,78.23
600100721,CH INTERCOMMUNAL COMPIÈGNE-NOYON,600113476,CH CHICN COMPIÈGNE,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
610780074,CENTRE HOSPITALIER DE L'AIGLE,610000044,CENTRE HOSPITALIER DE L'AIGLE,Normandie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
610780124,CENTRE HOSPITALIER MARGUERITE DE LORRAINE - MORTAGNE,610000077,CH MARGUERITE DE LORRAINE-MORTAGNE,Normandie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
610780132,HL BELLEME,610000085,CH  BELLEME,Normandie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
610780157,HOPITAL LOCAL - VIMOUTIERS,610000101,CH - VIMOUTIERS,Normandie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
610006421,CLINIQUE D'ALENCON,610006421,CLINIQUE D'ALENCON,Normandie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
610790594,CENTRE HOSPITALIER INTERCOMMUNAL DES ANDAINES,610780108,CHIC DES ANDAINES - DOMFRONT,Normandie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
610780371,CENTRE DE SOINS DE SUITE LE PARC,610780371,CSMR LE PARC,Normandie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
610784423,CMPR DE BAGNOLES DE L'ORNE,610784423,CMPR DE BAGNOLES DE L'ORNE,Normandie,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,67,77.0,A,Stable,86.06,67,80.8,67,81.6,67,54.73,67,70.1,67,77.0,61.2,67,75.65,78.23
620000026,ETABLISSEMENT HOPALE - CENTRE CALOT/HELIO,620000026,ETAB HOPALE CTRE CALOT/HELIO,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,32,74.48,B,Non calculable,82.16,32,77.39,32,73.01,32,63.74,32,70.92,32,74.0,68.8,32,78.07,78.23
620100057,CENTRE HOSPITALIER D'ARRAS,620000034,CH ARRAS,Hauts de France,Centre Hospitaliers,Facultatif,Oui,49,79.3,A,Non calculable,85.04,49,81.93,49,78.83,49,72.14,49,74.16,49,79.0,71.4,49,78.07,78.29
620100073,CH BAPAUME,620000059,CH BAPAUME,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620100081,CH DU TERNOIS,620000067,CENTRE HOSPITALIER DU TERNOIS,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620100461,CENTRE HOSPITALIER D'HESDIN,620000117,CH D'HESDIN,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620100651,CENTRE HOSPITALIER GERMON ET GAUTHIER BETHUNE BEUVRY,620000224,CH BETHUNE,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
590780227,CENTRE HOSPITALIER DE SECLIN,620000232,CH CARVIN,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620101337,CENTRE HOSPITALIER DE CALAIS,620000323,CH CALAIS,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620101360,CENTRE HOSPITALIER DE LA REGION DE SAINT-OMER,620000349,CH REGION DE ST OMER,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620103440,CENTRE HOSPITALIER DUCHENNE DE BOULOGNE SUR MER,620000653,CH BOULOGNE-SUR-MER,Hauts de France,Centre Hospitaliers,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
620103432,CENTRE HOSPITALIER DE L'ARRONDISSEMENT DE MONTREUIL,620003202,CH ARRONDISSEMENT DE MONTREUIL,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620003350,POLYCLINIQUE DE RIAUMONT,620003350,HOPITAL DE RIAUMONT,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620003822,ÉTABLISSEMENT HOPALE - CENTRE SAINTE BARBE,620003822,ETAB HOPALE - CENTRE SAINTE BARBE,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,34,81.53,A,Amélioration,89.48,34,86.53,34,80.12,34,68.46,34,73.63,34,82.0,79.4,34,78.07,78.23
620006049,CLINIQUE CHIRURGICALE DE SAINT-OMER,620006049,CLINIQUE CHIRURGICALE DE SAINT-OMER,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620012948,CLINIQUE MAHAUT DE TERMONDE,620012948,CLINIQUE MAHAUT DE TERMONDE,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620025346,POLYCLINIQUE DE LA CLARENCE,620025346,POLYCLINIQUE DE LA CLARENCE,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620027664,ÉTABLISSEMENT HOPALE-CENTRE CALVÉ,620027664,ETABLISSEMENT HOPALE-CENTRE CALVÉ,Hauts de France,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,243,81.41,A,Stable,88.84,243,84.47,243,80.56,243,74.18,243,74.19,243,81.0,73.7,243,78.07,78.23
620033712,L'INSTITUT D'ADDICTOLOGIE DU LITTORAL,620033712,INSTITUT D'ADDICTOLOGIE DU LITTORAL,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620026401,HOPALE REEDUCATION-CENTRE ARRAS,620037408,CENTRE REEDUCATION HOPALE ARRAS,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,47,78.65,A,Non calculable,87.58,47,82.58,47,77.01,47,67.1,47,71.68,47,79.0,80.9,47,78.07,74.3
750712184,MARITIME DE BERCK,620100016,HOP MARITIME DE BERCK,Hauts de France,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,182,75.9,B,Stable,85.29,182,78.91,182,73.47,182,74.53,182,66.31,182,76.0,67.4,181,78.07,78.23
620100099,HOPITAL PRIVE ARRAS LES BONNETTES,620100099,HOPITAL PRIVE ARRAS LES BONNETTES,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,48,80.52,A,Amélioration,87.45,48,84.98,48,80.71,48,64.21,48,73.31,48,81.0,75.0,48,78.07,74.3
620100487,CLINIQUE CHIR GYN ET SS DES ACACIAS A CUCQ,620100487,CLINIQUE DES ACACIAS,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,69,81.14,A,Amélioration,88.47,69,84.13,69,82.02,69,69.7,69,75.14,69,81.0,75.4,69,78.07,74.3
620100495,CLINIQUE LES DRAGS CONVALESCENCE,620100495,CLINIQUE LES DRAGS,Hauts de France,Etablissements de santé privés à but lucratif,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
620100842,CRF OIGNIES,620100842,CRF LES HAUTOIS D'OIGNIES,Hauts de France,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,95,81.33,A,Stable,86.66,95,84.26,95,82.35,95,68.65,95,76.76,95,81.0,74.7,95,78.07,78.23
620101311,CLINIQUE DES 2 CAPS,620101311,CLINIQUE DES 2 CAPS,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620102954,UNIRÉ DE GÉRONTOLOGIE LE SURGEON BULLY LES MINES,620102954,SSR FILIERIS BULLY LES MINES SURGEON,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620105940,POLYCLINIQUE DU TERNOIS,620105940,POLYCLINIQUE DU TERNOIS,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,50,80.05,A,Stable,88.13,50,86.16,50,75.73,50,58.15,50,76.79,50,80.0,58.0,50,78.07,74.3
620106203,UNITÉ DE CONVALESCENCE ET DE SOINS LA ROSERAIE BRUAY LABUISSIERE,620106203,SSR FILIERIS BRUAY  BUISSIERE ROSERAIE,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620117606,CENTRE LA MANAIE AUCHEL,620117606,SSR FILIERIS AUCHEL LA MANAIE,Hauts de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
620118513,CENTRE MEDICAL CHIRURGICAL OBSTETRICAL COTE D'OPALE,620118513,CENTRE MCO COTE D'OPALE,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
630000131,CLINIQUE CARDIO PNEUMOLOGIE,630000131,CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL,Auvergne-Rhône-Alpes,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,160,81.85,A,Stable,88.23,160,83.49,160,83.77,160,77.93,160,74.3,160,82.0,78.1,160,76.82,78.23
630780302,CH ETIENNE CLEMENTEL,630000149,CH ETIENNE CLEMENTEL,Auvergne-Rhône-Alpes,Centre Hospitaliers,Obligatoire,Oui,52,77.61,A,Non calculable,85.99,52,79.96,52,81.72,52,71.91,52,65.56,52,78.0,78.8,52,76.82,78.29
630780997,CENTRE HOSPITALIER AMBERT,630000412,CH D'AMBERT,Auvergne-Rhône-Alpes,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
630781029,CENTRE HOSPITALIER DE THIERS,630000446,CH DE THIERS,Auvergne-Rhône-Alpes,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
630000487,CENTRE NOTRE DAME,630000487,CENTRE DE  REED.FONCT.NOTRE-DAME,Auvergne-Rhône-Alpes,Etablissements de santé privés à but non lucratif,Facultatif,Oui,73,78.08,A,Stable,86.52,73,81.9,73,74.0,73,72.08,73,71.21,73,78.0,86.3,73,76.82,78.23
630010510,CLINIQUE DES 6 LACS,630010510,CLINIQUE DES 6 LACS,Auvergne-Rhône-Alpes,Etablissements de santé privés à but lucratif,Obligatoire,Oui,44,73.01,B,Amélioration,75.04,44,75.99,44,73.76,44,65.04,44,67.68,44,73.0,29.5,44,76.82,74.3
630780179,CENTRE D'HOSPITALISATION DE CHANAT,630780179,SSR ALTERIS DE CHANAT LA MOUTEYRE,Auvergne-Rhône-Alpes,Etablissements de santé privés à but non lucratif,Facultatif,Oui,74,71.51,C,Stable,79.75,74,72.27,74,73.59,74,77.52,74,59.7,74,72.0,43.2,74,76.82,78.23
630780310,CLINIQUE LES SORBIERS - ISSOIRE,630780310,CLINEA - CLINIQUE LES SORBIERS,Auvergne-Rhône-Alpes,Etablissements de santé privés à but lucratif,Obligatoire,Oui,50,75.88,B,Non calculable,82.71,50,76.86,50,78.57,50,75.21,50,66.79,50,76.0,42.0,50,76.82,74.3
630780559,MAISON D'ENFANTS TZA NOU,630780559,SSR MECS TZA-NOU - UGECAM,Auvergne-Rhône-Alpes,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
630781755,CENTRE MÉDICAL INFANTILE DE ROMAGNAT,630781755,CENTRE MEDICAL INFANTILE DE ROMAGNAT,Auvergne-Rhône-Alpes,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
630783348,CMPR MAURICE GANTCHOULA,630783348,CTRE REED FONCT M.GANTCHOULA,Auvergne-Rhône-Alpes,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
630780989,CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND,630783538,HOPITAL LOUISE MICHEL - CHU63,Auvergne-Rhône-Alpes,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
630785756,CRF MICHEL BARBAT,630785756,CTRE REEDUCATION FONCT.M.BARBAT,Auvergne-Rhône-Alpes,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
640780813,CENTRE HOSPITALIER D'ORTHEZ,640000402,CENTRE HOSPITALIER D'ORTHEZ,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
640780821,CENTRE HOSPITALIER D'OLORON SAINTE MARIE,640000410,CENTRE HOSPITALIER OLORON,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
640005591,L.M.C. LES JEUNES CHENES,640005591,LES JEUNES CHENES,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Obligatoire,Oui,43,80.7,A,Stable,85.43,43,84.77,43,78.88,43,72.26,43,73.99,43,81.0,72.1,43,77.94,74.3
640010518,CENTRE MÉDICAL LEON DIEUDONNE,640010518,CLINIQUE D'URSUYA,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Obligatoire,Oui,63,75.15,B,Amélioration,83.69,63,80.28,63,72.65,63,63.52,63,64.44,63,75.0,33.9,62,77.94,74.3
640020707,ÉTABLISSEMENT PUBLIC DE SANTÉ GARAZI,640020715,EPS GARAZI,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
640780185,LES EMBRUNS,640780185,CTRE. READAP. FONCT. LES EMBRUNS,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,109,80.73,A,Stable,88.39,109,83.32,109,82.39,109,70.23,109,74.23,109,81.0,87.2,109,77.94,78.23
640780557,CENTRE MEDICAL CARDIO-RESPIRATOIRE TOKI EDER,640780557,CENTRE MEDICAL TOKI EDER,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,241,82.59,A,Stable,90.2,241,86.09,241,83.4,241,68.03,241,77.21,241,83.0,80.9,241,77.94,78.23
