"code_demarche","FINESS_EJ","FINESS_EG","RS_eg","Site_Principal"
31412,140000100,140032707,"HOPITAL DE JOUR HEROUVILLE","False"
31413,920006848,920300936,"CLINIQUE CHIRURGICALE VAL D'OR","True"
31414,130006810,130008287,"UNITE D'AUTODIALYSE ADPC MARSEILLE JOLIETTE","False"
31414,130006810,130034614,"UNITE D'AUTODIALYSE ADPC MARSEILLE MICHELET","True"
31414,130006810,130035959,"UNITE DE DIALYSE MEDICALISEE ADPC MARSEILLE CONCEPTION","False"
31414,130006810,130050396,"UNITE D'AUTODIALYSE ADPC MARTIGUES SITE CH","False"
31414,130006810,130050404,"ADPC MARSEILLE NORD SITE CH","False"
31414,130006810,130051741,"ADPC AUTODIALYSE ALLAUCH","False"
31414,130006810,130806029,"ADPC AIX EN PROVENCE","False"
31414,130006810,130806417,"UNITE D'AUTODIALYSE ADPC AUBAGNE","False"
31414,130006810,"2B0004071","UNITE D'AUTODIALYSE ADPC CORTE","False"
31414,130006810,"2B0004212","UNITE D'AUTODIALYSE ADPC L'ILE ROUSSE","False"
31414,130006810,840015200,"ADPC PERTUIS","False"
31415,720000058,720000041,"ETABLISSEMENT PUBLIC DE SANTE MENTALE DE LA SARTHE","True"
31415,720000058,720007699,"CMP INFANTO JUVENILE SILLE LE GUILLAUME","False"
31415,720000058,720007749,"CMP/CATTP ADULTES MAMERS","False"
31415,720000058,720007889,"CENTRE DE SOINS FRANTZ FANON","False"
31415,720000058,720007939,"CMP/CATTP SABLE SUR SARTHE","False"
31415,720000058,720007988,"CMP/CATTP MONTVAL SUR LOIR","False"
31415,720000058,720011808,"CMP/CATTP INFANTO JUVENILE LA FERTE BERNARD","False"
31415,720000058,720012095,"CMP/CATTP INFANTO JUVENILE ERPELL","False"
31415,720000058,720012103,"CMP/CATTP INFANTO JUVENILE WINNICOT","False"
31415,720000058,720012244,"CMP ADULTES OYON","False"
31415,720000058,720012251,"HOPITAL JOUR CMP CATTP ADULTES PRADIER","False"
31415,720000058,720012418,"CMP INFANTO JUVENILE MAMERS","False"
31415,720000058,720013333,"CMP INFANTO JUVENIL SAINT ANDRE","False"
31415,720000058,720013762,"SERVICE INTERSECTORIEL D'ADDICTOLOGIE","False"
31415,720000058,720014372,"CENTRE DE SOINS POUR ADOLESCENTS (CSA) CHANZY","False"
31415,720000058,720014448,"CMP ADULTES FRESNAY SUR SARTHE","False"
31415,720000058,720014604,"CMP/CATTP ADULTES LA FERTE BERNARD","False"
31415,720000058,720014620,"CMP/CATTP ADULTES SAINT CALAIS","False"
31415,720000058,720016922,"CMP/CATTP INFANTO JUVENILE GAZONFIER","False"
31415,720000058,720017706,"INSTITUT DEPARTEMENTAL DE THERAPIE FAMILIALE","False"
31415,720000058,720019157,"CENTRE DE SOINS HELENE CHAIGNEAU","False"
31415,720000058,720019181,"EQUIPES DE PSYCHIATRIE CH DU MANS","False"
31415,720000058,720019900,"HOPITAL JOUR CATTP ADULTES LEFEUVRE","False"
31415,720000058,720020452,"CMP ADULTES CONLIE","False"
31415,720000058,720020460,"CMP BEAUMONT SUR SARTHE","False"
31415,720000058,720020478,"CMP/CATTP LA FLECHE","False"
31415,720000058,720022284,"EQUIPE DE PSYCHIATRIE MAISON D'ARRET","False"
31415,720000058,720022292,"EQUIPE DE PSYCHIATRIE ADULTE LE BAILLEUL","False"
31416,310786256,310001383,"UNITE DE SOINS DE LONGUE DUREE DU CH DE MURET","False"
31416,310786256,310013628,"CENTRE HOSPITALIER DE MURET","True"
31417,360000053,360000137,"CENTRE HOSPITALIER DE CHATEAUROUX","True"
31417,360000053,360000160,"CENTRE HOSPITALIER CHATEAUROUX - SITE LE BLANC","False"
31417,360000053,360000327,"CENTRE HOSPITALIER CHATEAUROUX - PSYCHIATRIE ADULTE SITE SAINT-MAUR","False"
31417,360000053,360000970,"CENTRE HOSPITALIER CHATEAUROUX - APPARTEMENTS THERAPEUTIQUES SITE VATAN - GIREUGNE","False"
31417,360000053,360003149,"CENTRE HOSPITALIER CHATEAUROUX - SSR SITE CHATEAUROUX","False"
31417,360000053,360004592,"CENTRE HOSPITALIER CHATEAUROUX - SOINS LONGUE DUREE SITE LE BLANC","False"
31417,360000053,360005136,"CENTRE HOSPITALIER CHATEAUROUX - APPARTEMENT THERAPEUTIQUE SITE MERS SUR INDRE","False"
31417,360000053,360006399,"CENTRE HOSPITALIER CHATEAUROUX - PSYCHIATRIE INFANTO-JUVENILE SITE ISSOUDUN","False"
31417,360000053,360006407,"CENTRE HOSPITALIER CHATEAUROUX - C.M.P. PIVOT","False"
31417,360000053,360007017,"CENTRE HOSPITALIER CHATEAUROUX - CENTRE D'ACCUEIL THERAPEUTIQUE A TEMPS PARTIEL SITE ARGENTON","False"
31417,360000053,360008056,"CENTRE HOSPITALIER CHATEAUROUX - ANTENNE HAD SITE LE BLANC","False"
31417,360000053,360008064,"CENTRE HOSPITALIER CHATEAUROUX - ANTENNE HAD SITE CHATILLON SUR INDRE","False"
31417,360000053,360008387,"CENTRE HOSPITALIER CHATEAUROUX - LE BLANC PSYCHIATRIE ADULTE SITE LA CHATRE","False"
31419,180001158,180000176,"CENTRE HOSPITALIER GEORGE SAND","True"
31419,180001158,180000184,"CENTRE HOSPITALIER DE CHEZAL BENOIT","False"
31419,180001158,180000820,"CENTRE HOSPITALIER DUN SUR AURON","False"
31419,180001158,180005696,"CENTRE HOSPITALIER GEORGES SAND - USLD","False"
31419,180001158,180007825,"CENTRE HOSPITALIER DE DUN SUR AURON-USLD","False"
31420,440007482,440002624,"SERVICE DE SOINS LES BRIORDS - CPP LES BRIORDS","True"
31420,440007482,440043792,"SERVICE DE SOINS LA MAINGUAIS - CPP LES BRIORDS","False"
31422,910019447,910000280,"CHI SUD ESSONNE - SITE DE DOURDAN","False"
31422,910019447,910001973,"CHI SUD ESSONNE - SITE D'ETAMPES","True"
31422,910019447,910810647,"CHI SUD ESSONNE - SLD- SITE DE DOURDAN","False"
31423,600100580,600010094,"HOPITAL LOCAL DE CREVECOEUR LE GRAND","True"
31424,340000629,340782002,"CENTRE DE READAPTATION FONCTIONNELLE LA PETITE PAIX","True"
31425,950042994,950150011,"INSTITUT MEDICAL D'ENNERY","True"
31426,640000238,640780557,"CENTRE MEDICAL TOKI EDER","True"
31427,880780267,880000112,"CENTRE HOSPITALIER DE CHATEL S/MOSELLE","True"
31428,780130027,780000378,"CENTRE HOSPITALIER DE HOUDAN","True"
31428,780130027,780804027,"LONG SEJOUR DU CENTRE HOSPITALIER DE HOUDAN","False"
31429,070780382,070000203,"CENTRE HOSPITALIER SAINT FELICIEN","True"
31430,480780147,480000058,"CENTRE HOSPITALIER F. TOSQUELLES","True"
31430,480780147,480000678,"CMP ENFANTS","False"
31430,480780147,480001569,"CMP ""LE FERRADOU""","False"
31430,480780147,480001577,"CMP LANGOGNE","False"
31430,480780147,480001585,"UNITE D'ACCUEIL PSYCHIATRIQUE ET PSYCHOLOGIQUE","False"
31430,480780147,480001593,"CMP/HOPITAL DE JOUR ADULTES","False"
31430,480780147,480002716,"USA MENDE","False"
31430,480780147,480002856,"CMP LE PRE VIVAL MENDE","False"
31430,480780147,480002864,"CMP LUCIEN BONNAFE ST CHELY D'APCHER","False"
31430,480780147,480002872,"CMP LA CLAIRIERE MARVEJOLS","False"
31430,480780147,480002922,"CMPA MENDE","False"
31430,480780147,480002930,"CMPEA ST CHELY D'APCHER","False"
31430,480780147,480782408,"HOPITAL DE JOUR POUR ENFANTS  ""YVES RACINE""","False"
31430,480780147,480783224,"CMP POUR ENFANTS ET ADOLESCENTS/HOPITAL DE JOUR","False"
31430,480780147,480783232,"CMP ENFANTS ADOLESCENTS","False"
31430,480780147,480783240,"CMP POUR ENFANTS ET ADOLESCENTS/HOPITAL DE JOUR ""LA RIBAMBELLE""","False"
31430,480780147,480783257,"CMP ADOS/ECOUTE ADOS","False"
31430,480780147,480783265,"CMPEA LANGOGNE DU LANGOUYROU","False"
31430,480780147,480783299,"CMP/HOPITAL DE JOUR ADULTES ""LA CLAIRIERE""","False"
31430,480780147,480783877,"CMP/HOPITAL DE JOUR ADULTES  ""LE PRE VIVAL""","False"
31433,100000017,100000090,"GHT DE L'AUBE SEZANNAIS - HOPITAUX CHAMPAGNE SUD - CENTRE HOSPITALIER DE TROYES","True"
31433,100000017,100006444,"CH TROYES-SLD","False"
31433,100000017,100006493,"CH DE TROYES-SECTION MOYEN SEJOUR","False"
31433,100000017,100009364,"MCO COMTE HENRI CH DE TROYES","False"
31433,100000017,100009380,"UNITE D'ALCOOLOGIE JEAN SCHIFFER","False"
31433,100000017,100010206,"ANTENNE SMUR DE BAR SUR AUBE","False"
31433,100000033,100000108,"E.P.S.M. AUBE","False"
31433,100000033,100002369,"CMP/CATTP ENFANTS TROYES","False"
31433,100000033,100002419,"CMP/CATTP ENFANTS DE ROMILLY SUR SEINE","False"
31433,100000033,100002468,"HDJ PREMICES  DE ROMILLY SUR SEINE","False"
31433,100000033,100002518,"CMP/CATTP ENFANTS DE BAR SUR SEINE","False"
31433,100000033,100002559,"CMP/CATTP/HOPITAL DE JOUR ENFANTS","False"
31433,100000033,100002609,"CMP/CATTP ADULTES DE BRIENNE LE CHATEAU","False"
31433,100000033,100004225,"CMP/CATTP ADULTES TROYES","False"
31433,100000033,100004241,"CMP/CATTP DE BAR SUR SEINE","False"
31433,100000033,100004258,"CMP/CATTP BAR SUR AUBE","False"
31433,100000033,100005388,"CATTP/HDJ ADULTES TROYES-NORD","False"
31433,100000033,100005404,"CENTRE DE POST CURE DE TROYES","False"
31433,100000033,100005487,"HDJ/CMP/CATTP ENFANTS TROYES","False"
31433,100000033,100006451,"CMP/CATTP/HDJ/CPC/HAD DE ROMILLY  SUR SEINE","False"
31433,100000033,100009182,"CLINIQUE PSYCHIATRIQUE DE L'AUBE","False"
31433,100000033,100009968,"UNITÉ DE 72 HEURES ""UL72"" - CENTRE HOSPITALIER DE TROYES","False"
31433,100000041,100000116,"CENTRE HOSPITALIER SAINT NICOLAS DE BAR-SUR-AUBE","False"
31433,100000041,100006048,"UNITE DE SOINS DE LONGUE DUREE HOPITAL LOCAL DE BAR SUR AUBE","False"
31433,100000058,100000140,"CENTRE HOSPITALIER DE BAR SUR SEINE","False"
31433,100000058,100005917,"UNITE DE SOINS DE LONGUE DUREE DU CH DE BAR SUR SEINE","False"
31433,100006279,100000199,"HÔPITAL MAURICE CAMUSET - GHAM","False"
31433,100006279,100000801,"SITE - DE  NOGENT SUR SEINE","False"
31433,100006279,100001197,"USLD SITE DE NOGENT-SUR-SEINE","False"
31433,100006279,100007699,"HAD - SITE DE ROMILLY SUR SEINE","False"
31433,100006279,510000177,"SITE HOSPITALIER DE SEZANNE","False"
31433,100006279,510023922,"ANTENNE URGENCES SMUR ROMILLY ET SEZANNE","False"
31434,680001138,680000833,"HOPITAL  DE RIBEAUVILLE","True"
31434,680001138,680011897,"HOPITAL DE RIBEAUVILLE - USLD","False"
31436,440001386,440002020,"POLYCLINIQUE DE L'EUROPE","True"
31437,160001038,160008231,"KORIAN - CLINIQUE VILLA BLEUE","True"
31438,290001049,290023431,"SAS CLINIQUE DE LA BAIE","True"
31439,330056540,330780750,"CSSR LES LAURIERS","True"
31439,330056540,330791641,"USLD LES ARBOUSIERS","False"
31440,400780458,400000261,"INSTITUT HELIO MARIN DE LABENNE","True"
31440,400780458,400787446,"INSTITUT HELIO MARIN DE LABENNE-SLD","False"
31441,190010579,190010629,"HAD RELAIS SANTE","True"
31442,330000225,330780354,"POLYCLINIQUE DE BORDEAUX CAUDERAN","True"
31444,270000136,270000474,"CENTRE HOSPITALIER SAINT JACQUES","True"
31445,130028228,130001258,"HOPITAUX DES PORTES DE CAMARGUE - SITE DE TARASCON","True"
31445,130028228,130807233,"HOPITAUX DES PORTES DE CAMARGUE - SLD","False"
31445,130028228,300000049,"CENTRE HOSPITALIER BEAUCAIRE","False"
31446,620112581,590008306,"ADH SOMAIN","False"
31446,620112581,590041471,"ADH BRUAY-SUR-ESCAUT","False"
31446,620112581,590046579,"CENTRE D'AUTODIALYSE MARLY","False"
31446,620112581,590056990,"CENTRE ADH D'AUTODIALYSE  A DENAIN","False"
31446,620112581,590064812,"CTRE D'AUTODIALYSE ADH DE ST AMAND","False"
31446,620112581,590806428,"ADH DOUAI","False"
31446,620112581,590810099,"ADH CAMBRAI","False"
31446,620112581,590815007,"ADH LA SENTINELLE","False"
31446,620112581,620018705,"CENTRE DE DIALYSE A DOMICILE ADH NOYELLE - DE NOYELLES GODAULT","False"
31446,620112581,620020636,"ADH ST-POL SUR TERNOISE","False"
31446,620112581,620025494,"CENTRE D'AUTODIALYSE & UNITÉ DE DIALYSE MED ADH","False"
31446,620112581,620031096,"CENTRE D'AUTODIALYSE ADH DE OIGNIES","False"
31446,620112581,620032706,"CENTRE D'AUTODIALYSE ADH DE ST VENANT","False"
31446,620112581,620115170,"ADH ARRAS","False"
31446,620112581,620115410,"ADH LOISON","False"
31446,620112581,620117309,"ADH - HENIN-BEAUMONT","True"
31446,620112581,620117325,"ADH CENTRE D'AUTODIALYSE DE DIVION","False"
31446,620112581,620117812,"ADH LIÉVIN","False"
31446,620112581,620120063,"ADH AIRE SUR LA LYS","False"
31450,020005179,020004297,"HAD DE L'AMSAM","True"
31451,480780121,480000033,"CENTRE HOSPITALIER FANNY RAMADIER DE SAINT-CHELY D'APCHER","True"
31453,320780174,320000144,"CENTRE HOSPITALIER INTERCOMMUNAL LOMBEZ ET SAMATAN","True"
31453,320780174,320784036,"CENTRE HOSPITALIER INTERCOMMUNAL LOMBEZ ET SAMATAN-SLD","False"
31455,270000219,270000573,"NOUVEL HOPITAL DE NAVARRE","True"
31455,270000219,270003042,"EQUIPE MOBILE HANDICAP","False"
31455,270000219,270004005,"HOPITAL DE JOUR POUR ENFANTS EVREUX","False"
31455,270000219,270004419,"HOPITAL DE JOUR ADULTES DE VERNON","False"
31455,270000219,270007479,"HOPITAL DE JOUR ENFANTS VERNON","False"
31455,270000219,270009301,"HOPITAL DE JOUR ADULTES BERNAY","False"
31455,270000219,270009319,"HOPITAL DE JOUR - SECTEUR 3","False"
31455,270000219,270009327,"HOPITAL DE JOUR ADULTES SECTEUR 4","False"
31455,270000219,270009335,"CATTP ADULTES VERNEUIL/AVRE SECTEUR 2","False"
31455,270000219,270009343,"CMP ENFANTS VERNON","False"
31455,270000219,270009350,"CATTP ENFANTS GISORS","False"
31455,270000219,270011810,"CMP ADULTES INTERSECTORIEL SECTEUR 1 ET 3","False"
31455,270000219,270012164,"CATTP ADULTES BOURGTHEROULDE - SECTEUR 1","False"
31455,270000219,270012800,"CATTP ADULTES LE NEUBOURG -SECTEUR  1","False"
31455,270000219,270012826,"CMP ADULTES ST ANDRE/EURE -SECTEUR 3","False"
31455,270000219,270012834,"CMP ENFANTS ST MICHEL EVREUX","False"
31455,270000219,270012875,"CMP ADULTES VERNON","False"
31455,270000219,270014129,"CATTP ADULTES DE VERNON - LA LUCIOLE","False"
31455,270000219,270014137,"CMP ADULTE CONCHES-SECTEUR 2","False"
31455,270000219,270014145,"CMP ADULTES VERNEUIL/AVRE - SECTEUR 2","False"
31455,270000219,270014350,"HOP ITAL DE JOUR ENFANTS LOUVIERS","False"
31455,270000219,270015258,"CMP ENFANTS BERNAY","False"
31455,270000219,270015399,"CMP ENFANTS PONT AUDEMER  NH NAVARRE","False"
31455,270000219,270015449,"CMP ENFANTS DE VERNEUIL SUR AVRE","False"
31455,270000219,270015498,"CATTP PETITE ENFANCE BERNAY","False"
31455,270000219,270015548,"HOPITAL DE JOUR ENFANTS BERNAY","False"
31455,270000219,270015589,"CMP ADULTES BERNAY SECTEUR 5","False"
31455,270000219,270015639,"CMP ADULTES PONT-AUDEMER","False"
31455,270000219,270015688,"CATTP ADULTES BERNAY ""LA PASSERELLE""","False"
31455,270000219,270015738,"CATTP ADULTES PONT AUDEMER","False"
31455,270000219,270015779,"CATTP ADOLESCENTS EVREUX","False"
31455,270000219,270015829,"SERVICE ACCUEIL FAMILIAL THERAPEUTIQUE","False"
31455,270000219,270016348,"APPARTEMENT THERAPEUTIQUE","False"
31455,270000219,270016819,"CATTP ADULTES ST TAURIN - SECTEUR 3","False"
31455,270000219,270018229,"HOPITAL DE JOUR SECTEUR 2","False"
31455,270000219,270019888,"HOPITAL DE JOUR ADOLESCENT","False"
31455,270000219,270019938,"UNITE DE DEPISTAGE TROUBLES APPRENTISSAGE","False"
31455,270000219,270020209,"CATTP ADULTES LOUVIERS SECTEUR 4","False"
31455,270000219,270020258,"ANTENNE MOBILE RESPIRE","False"
31455,270000219,270024540,"HOPITAL DE JOUR ADULTES EVREUX - SECTEUR 1","False"
31455,270000219,270024565,"CMP ADULTES LE NEUBOURG-SECTEUR 1","False"
31455,270000219,270024573,"CMP ADULTES BOURGTHEROULDE-SECTEUR 1","False"
31455,270000219,270024581,"CATTP ADULTES CONCHES - SECTEUR 2","False"
31455,270000219,270024607,"CENTRE DE CONSULTATIONS LA MADELEINE","False"
31455,270000219,270024615,"CENTRE DE SOINS MAISON D ARRET","False"
31455,270000219,270024631,"CATTP ENFANTS EVREUX","False"
31455,270000219,270024656,"CMP ADULTES LOUVIERS SECTEUR 4","False"
31455,270000219,270024896,"CMP ENFANTS GISORS","False"
31455,270000219,270025794,"CENTRE D'ACCUEIL ET D'URGENCE","False"
31455,270000219,270026867,"EQUIPE MOBILE PSYCHIATRIQUE POUR LES PERSONNES AGEES (EMPPA)","False"
31455,270000219,270026875,"EQUIPE PASS-PSY","False"
31455,270000219,270026883,"EQUIPE DE LIAISON EN SOINS EN ADDICTOLOGIE (ELSA)","False"
31455,270000219,270026909,"EQUIPE MOBILE DEPART. ADOLESCENTS","False"
31455,270000219,270027303,"UNITE PSY HOSP. COURTE DUREE (UPHCD)","False"
31455,270000219,270027550,"MAISON DES ADOLESCENTS","False"
31455,270000219,270027568,"CMP ADULTES GISORS","False"
31455,270000219,270027576,"CATTP ENFANT DE VERNON","False"
31455,270000219,270027584,"EPIDE DE VAL DE REUIL","False"
31455,270000219,270027790,"CMP ENFANTS LOUVIERS","False"
31455,270000219,270027816,"EQUIPE TERRITORIALE D’APPUI AU DIAGNOSTIC DE L’AUTISME  (ETADA)","False"
31455,270000219,270027824,"UF AMBULATOIRE PROFAMILLE 27","False"
31455,270000219,270027998,"ANTENNE MAISON DES ADOLESCENTS","False"
31455,270000219,270028079,"C3RPE : Centre de réhabilitation, de rééducation, de remédiation psychosociale de l’Eure","False"
31455,270000219,270028442,"APPART THERAPEUTIQUE","False"
31455,270000219,270029614,"APPARTEMENT THERAPEUTIQUE","False"
31455,270000219,270029937,"EQUIPE DE LIAISON PÉDOPSYCHIATRIQUE","False"
31455,270000219,270030380,"APPARTEMENT THERAPEUTIQUE","False"
31455,270000219,270030398,"EQUIPE MOBILE SANITAIRE ET SOCIALE","False"
31457,950500041,950000703,"HOPITAL LE PARC","True"
31458,540000908,540000452,"CLINIQUE SAINT ANDRE","True"
31461,020000071,020000246,"CENTRE HOSPITALIER DE VERVINS","True"
31462,060790540,060019676,"AGATHIR - UNITE AUTODIALYSE DE GRASSE","False"
31462,060790540,060021276,"AGAHTIR - UNITE DE DIALYSE MEDICALISEE ET CENTRE HEMODIALYSE DE NICE","True"
31462,060790540,060792090,"AGAHTIR - HEMODIALYSE A DOMICILE ET DIALYSE PERITONEALE","False"
31462,060790540,060792736,"AGAHTIR - UNITE AUTODIALYSE DE NICE","False"
31462,060790540,060801016,"AGAHTIR - UNITE AUTODIALYSE DE MANDELIEU","False"
31463,750810798,940806490,"E.P.S.N. DE FRESNES","True"
31464,"2B0000020","2B0000012","GHT HAUTE CORSE - CENTRE HOSPITALIER DE BASTIA","True"
31464,"2B0000020","2B0003131","CH BASTIA - CMP GHISONACCIA","False"
31464,"2B0000020","2B0003214","CH BASTIA - CMP D'ILE ROUSSE","False"
31464,"2B0000020","2B0003420","ANTENNE SMUR DE CALVI","False"
31464,"2B0000020","2B0003446","CH DE BASTIA - HOPITAL DE JOUR DE PEDO PSY","False"
31464,"2B0000020","2B0004089","CENTRE HOSPITALIER DE BASTIA-SLD","False"
31464,"2B0000020","2B0004196","CH BASTIA - CMP DE CORTE","False"
31464,"2B0000020","2B0004485","CMP ADOLESCENTS","False"
31464,"2B0000020","2B0004501","CH BASTIA- CMP BASTIA SUD","False"
31464,"2B0000020","2B0004907","ANTENNE SMUR DE CORTE","False"
31464,"2B0000020","2B0005409","ANTENNE SMUR GHISONACCIA","False"
31464,"2B0000020","2B0006068","CMP ADOLESCENTS","False"
31464,"2B0000020","2B0006910","SITE ANNEXE AGLIANI","False"
31465,030780282,030000160,"CENTRE HOSPITALIER SPECIALISE INTERDEPARTEMENTAL D'AINAY LE CHATEAU","True"
31465,030780282,030001234,"USLD- CHS AINAY LE CHATEAU","False"
31465,030780282,030009005,"CATTP DU CH D'AINAY LE CHATEAU","False"
31465,030780282,030009013,"CMP ADULTES CÉRILLY","False"
31465,030780282,030009195,"CMP ADULTES AINAY LE CHÂTEAU","False"
31465,030780282,030009203,"CMP ADULTES VALIGNY/LURCY","False"
31465,030780282,030009211,"CMP ADULTES SAINT BONNET TRONÇAIS","False"
31465,030780282,030009229,"CMP ADULTES COSNE D'ALLIER","False"
31465,030780282,030009237,"CMP ADULTES LURCY-LÉVIS","False"
31466,760025734,760780692,"CRMPR LES HERBIERS","True"
31467,830101200,830000600,"CENTRE HOSPITALIER HENRI GUERIN DE PIERREFEU DU VAR","True"
31467,830101200,830015699,"CHS PIERREFEU  HDJ/CMP/CATTP ENFANTS ET HDJ/CMP/CATTP ADULTES ST MAXIMIN","False"
31467,830101200,830015749,"TEMPS PLEIN ESCALE ADULTES","False"
31467,830101200,830015947,"CMP/CATTP ADULTES","False"
31467,830101200,830025110,"CMP/CATTP ADULTES","False"
31467,830101200,830025128,"CONSULTATION HOPITAL JEAN MARCEL","False"
31467,830101200,830025136,"CAP CH HYERES","False"
31467,830101200,830025144,"CMP USMP CATTP","False"
31467,830101200,830025151,"CMA/CATTP INFANTO JUVENILE","False"
31467,830101200,830025169,"CMP/CATTP ADULTES ET INFANTO JUVENILE","False"
31467,830101200,830026423,"CMP LE LUC","False"
31467,830101200,830210712,"CHS PIERREFEU HDJ/CMP/CATTP ADULTES LES AGAPANTHES","False"
31467,830101200,830211660,"HJ CAMINO HYERES","False"
31467,830101200,830211686,"HJ LE PHOENIX BRIGNOLES","False"
31467,830101200,830212056,"CMP CATTP ADULTES LA GARDE","False"
31467,830101200,830212064,"CHS PIERREFEU HDJ/CATTP ADULTES HENRI EY","False"
31467,830101200,830213336,"CHS PIERREFEU HDJ/CATTP ADDICTOLOGIE LA LEZARDIERE","False"
31467,830101200,830215141,"CHS PIERREFEU TEMPS PLEIN ADOLESCENTS VILLA NOVA","False"
31469,430000059,430000299,"CENTRE HOSPITALIER DU PAYS DE CRAPONNE SUR ARZON","True"
31470,750721334,640780904,"LE NID BEARNAIS","True"
31471,060790797,060780491,"CENTRE MEDICO-CHIRURGICAL DE L'INSTITUT ARNAULT TZANCK","True"
31471,060790797,060791860,"CENTRE D'HEMODIALYSE INSTITUT ARNAULT TZANCK","False"
31471,060790797,060792900,"AUTODIALYSE ARNAULT TZANCK MOUGINS","False"
31471,060790797,060794013,"CENTRE CARDIOLOGIQUE MEDICO-CHIRURGICAL TZANCK","False"
31472,620100651,620000224,"CENTRE HOSPITALIER DE BETHUNE","True"
31472,620100651,620003467,"CH BETHUNE-SERVICE DE SOINS PALLIATIFS","False"
31472,620100651,620105965,"CH DE BETHUNE-SLD","False"
31475,820008142,820003218,"CLINIQUE SSR LA PINEDE","True"
31476,020000253,020000394,"CENTRE HOSPITALIER DE LAON","True"
31476,020000253,020003877,"CH DE LAON - CENTRE DE SOINS LES TUILLERIES","False"
31476,020000253,020005476,"CH DE LAON - SLD","False"
31477,370001638,280001678,"HAD D'EURE ET LOIRE","False"
31477,370001638,370103673,"ASSAD HAD D'INDRE ET LOIRE","True"
31477,370001638,450018528,"HAD du Loiret","False"
31478,830000063,830019600,"CAP DOMICILE","False"
31478,830000063,830100251,"CLINIQUE DU CAP D'OR","True"
31481,170022057,170022065,"GCS URGENCES PAYS ROYANNAIS – ROYAN","False"
31481,170780191,170000129,"CENTRE HOSPITALIER DE ROYAN","True"
31481,170780191,170802789,"CENTRE HOSPITALIER DE ROYAN -SLD","False"
31482,660000407,660780784,"CLINIQUE SAINT PIERRE","True"
31483,130002447,130786361,"Hôpital Privé de Provence","True"
31484,970403606,970400073,"GROUPE HOSPITALIER EST REUNION","True"
31484,970403606,970400156,"GHER - SSR","False"
31484,970403606,970463659,"GHER - USLD","False"
31485,920804465,920002177,"ERASME","True"
31485,920804465,920006038,"MAISON THERAPEUTIQUE - SECTEUR 20","False"
31485,920804465,920014198,"CATTP ADULTES-CLUB RIVAGE","False"
31485,920804465,920015849,"CMP POUR ADOLESCENTS/JEUNES ADULTES","False"
31485,920804465,920015898,"CMP ODYSSEE","False"
31485,920804465,920023868,"CMP 92I06 ENFANTS ET ADOLESCENTS","False"
31485,920804465,920025145,"CMP ENFANTS /SECTEUR V-BOULOGNE BILLANCOURT","False"
31485,920804465,920025152,"CMP ENFANTS-CHAV SEVRES","False"
31485,920804465,920025160,"CATTP / SECTEUR V-CHAVILLE","False"
31485,920804465,920029469,"CMP 92I07 ENFANTS ANTONY","False"
31485,920804465,920029477,"CMP 92I07 P.P.U.M.M.A","False"
31485,920804465,920029485,"CMP - CASA 92I06","False"
31485,920804465,920140043,"CMP/HOPITAL DE JOUR - SECTEUR 21","False"
31485,920804465,920170149,"CENTRE JEAN WIER-HOPITAL DE JOUR ADULTES -","False"
31485,920804465,920800703,"CMP ENFANTS / SECTEUR VII-CHATENAY MALABRY","False"
31485,920804465,920810629,"CMP ENFANTS 1 /SECTEUR VI- CLAMART","False"
31485,920804465,920810637,"CMP ENFANTS/SECTEUR VI-ISSY LES MOULINEAUX","False"
31485,920804465,920810645,"CMP ENFANTS/SECTEUR VI-LE PLESSIS ROBINSON","False"
31485,920804465,920810652,"CMP ENFANTS/SECTEUR VI-VANVES","False"
31485,920804465,920810660,"CMP L AUBIER-CENTRE DU TOUT PETIT","False"
31485,920804465,920810678,"CMP ENFANTS /SECTEUR VII- BAGNEUX","False"
31485,920804465,920810868,"CMP ENFANTS 2 / SECTEUR VI-CLAMART","False"
31485,920804465,920813003,"CMP/HOPITAL DE JOUR -CENTRE JOAN RIVIERE","False"
31485,920804465,920813995,"CMP/HOPITAL DE JOUR -SECTEUR 20","False"
31486,330007386,330007410,"C.A.3.D. AUTODIALYSE ET UDM DE GRADIGNAN","True"
31486,330007386,330056227,"C.A.3.D. AUTODIALYSE DE BEGLES","False"
31486,330007386,330795295,"C.A.3.D. ANTENNE AUTODIALYSE SAINT PIERRE DE MONS","False"
31486,330007386,330795303,"C.A.3.D. AUTODIALYSE DE CENON","False"
31486,330007386,330802364,"C.A.3.A.D AUTODIALYSE  D'ARCACHON","False"
31486,330007386,400789715,"C.A.3.D. ANTENNE AUTODIALYSE DE MIMIZAN","False"
31487,350042578,350042628,"HOPITAL A DOMICILE 35","True"
31488,410000475,410000285,"CLINIQUE MÉDICALE DU CENTRE","True"
31488,410000475,410009120,"HDJ SITE MAISON D'ARTEMIS CL MED CENT","False"
31489,610780124,610000077,"CENTRE HOSPITALIER MARGUERITE DE LORRAINE","True"
31490,440042844,440024669,"CENTRE DE SOINS DE SUITE LE BOIS RIGNOUX","True"
31491,440042844,490000643,"CENTRE DE SOINS DE SUITE ET DE READAPTATION LES EUMENIDES - Site Angers","True"
31491,440042844,490018777,"SSR ADDICTOLOGIE HOPITAL DE JOUR LES EUMENIDES - Site Cholet","False"
